reference,country_name,hdi_category,indicator_name,values
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-0.6
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Algeria,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-6.0
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-72.5
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,"2,271.5"
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-0.2
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,45.4
,Moldova,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-0.7
,Egypt,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-0.6
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-1.7
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,16.9
,Honduras,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-0.8
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,89.4
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,25.0
,Gabon,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,5.9
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.0
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.1
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.0
,Botswana,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,5.1
,Namibia,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,8.1
,Morocco,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-9.5
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,3.9
,India,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-40.8
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,26.4
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,80.6
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,156.6
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-7.3
,Comoros,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.2
,Ghana,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,40.9
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,22.2
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.9
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Congo,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,14.2
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,1.2
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.2
,Nepal,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-26.9
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,50.8
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,72.1
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Haiti,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.2
,Sudan,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,48.9
,Kenya,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,5.5
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.0
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,34.2
,Togo,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Yemen,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.0
,Uganda,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,12.1
,Gambia,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-0.5
,Senegal,LOW HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,6.8
,Eritrea,LOW HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Nigeria,LOW HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,181.6
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,167.3
,Guinea,LOW HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,15.9
,Rwanda,LOW HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-2.1
,Angola,LOW HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,37.6
,Benin,LOW HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Malawi,LOW HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,5.6
,Zambia,LOW HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,44.4
,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-9.0
,Burundi,LOW HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,293.1
,Ethiopia,LOW HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,13.4
,Chad,LOW HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,5.6
,Central African Republic,,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,13.7
,Mozambique,,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,5.7
,Mali,,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,7.1
,Niger,,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,1.7
,Guinea-Bissau,,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.5
,Burkina Faso,,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,19.1
,Sierra Leone,,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Iceland,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,1.5
,Norway,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,344.0
,Australia,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"8,339.0"
,Canada,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Ireland,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,19.8
,Sweden,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"1,170.0"
,Switzerland,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,154.0
,Japan,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"1,892.0"
,Netherlands,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,25.0
,France,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"1,165.0"
,Finland,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,815.7
,United States,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"18,964.0"
,Spain,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,392.0
,Denmark,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,26.0
,Austria,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,United Kingdom,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,112.0
,Belgium,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,65.3
,Luxembourg,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,9.0
,New Zealand,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Italy,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,636.0
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Germany,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"1,303.0"
,Israel,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Greece,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,58.7
,Singapore,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,258.0
,Slovenia,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,147.1
,Cyprus,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,2.8
,Portugal,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,113.8
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,39.3
,Barbados,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Czech Republic,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,326.3
,Kuwait,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Malta,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,0.1
,Qatar,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Hungary,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,173.0
,Poland,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,895.6
,Argentina,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"2,411.0"
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,16.6
,Chile,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"1,945.9"
,Bahrain,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Slovakia,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,202.9
,Lithuania,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,128.9
,Estonia,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,167.2
,Latvia,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,230.9
,Uruguay,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Croatia,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,192.4
,Costa Rica,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,192.8
,Bahamas,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Seychelles,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,3.7
,Cuba,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,347.0
,Mexico,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Bulgaria,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,263.0
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Tonga,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,6.4
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Oman,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,23.6
,Romania,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,566.5
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,17.5
,Panama,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,620.0
,Malaysia,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"3,510.0"
,Belarus,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,539.0
,Mauritius,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,3.9
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,175.5
,Russian Federation,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"32,210.0"
,Albania,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,52.0
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,20.3
,Brazil,HIGH HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"49,335.0"
,Dominica,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,136.7
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Colombia,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"8,062.2"
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,744.5
,Samoa,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Thailand,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,716.0
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,82.0
,Belize,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,59.0
,China,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"6,096.0"
,Grenada,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Armenia,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,18.1
,Turkey,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,816.8
,Suriname,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"5,692.0"
,Jordan,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,2.3
,Peru,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,1.8
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Philippines,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,970.7
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,9.8
,Fiji,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,334.0
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Georgia,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,210.0
,Guyana,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"1,722.0"
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,57.9
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,40.0
,Maldives,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,34.0
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,7.9
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Algeria,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,114.0
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"1,174.0"
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"5,897.0"
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,17.4
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,716.0
,Moldova,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,13.2
,Egypt,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,7.1
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,12.4
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,573.9
,Honduras,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,12.6
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"5,296.0"
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,498.0
,Gabon,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"3,643.0"
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,823.9
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,2.8
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,4.6
,Botswana,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,141.5
,Namibia,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,230.9
,Morocco,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,240.0
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,115.0
,India,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"2,343.0"
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"1,487.0"
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"1,266.0"
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"3,168.0"
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,345.0
,Comoros,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,0.8
,Ghana,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,496.4
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,259.0
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,6.6
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Congo,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"5,181.0"
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,31.0
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,23.4
,Nepal,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,485.0
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"3,130.0"
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"1,902.0"
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,..
,Haiti,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,8.3
,Sudan,MEDIUM HUMAN DEVELOPMENT,Carbon stocks in forest biomass (Mt Carbon)_2005,"1,530.7"
